NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Sponsor,Collaborators,Phases,Enrollment,Study Type,Study Design,Start Date,Primary Completion Date,Completion Date,Results First Posted,Last Update Posted,Study Documents
NCT06104124,A Study to Evaluate the Efficacy and Safety of Dazodalibep in Participants With Sjögren's Syndrome (SS) With Moderate-to-severe Systemic Disease Activity,https://clinicaltrials.gov/study/NCT06104124,COMPLETED,Sjogren's Syndrome,DRUG: Dazodalibep|DRUG: Placebo,"Change from baseline in European Alliance of Associations for Rheumatology Sjögren's Syndrome Disease Activity Index (ESSDAI) Score, At Week 48","Proportion of participants achieving ESSDAI response, At Week 48|Change from baseline in Diary for Assessing Sjogren's Patient-Reported Outcome Index (DASPRI) dryness domain score, At Week 48|Change from baseline in ESSPRI dryness domain score, At Week 48|Change from baseline in DASPRI dryness domain score, At Week 48|Change from baseline in tender and swollen joint counts, At Week 48|Change from baseline in Patient-Reported Outcomes Measurement Information System Fatigue-Short Form 10a (PROMIS-Fatigue-SF-10a), At Week 48|Change from baseline in ESSDAI score, Week 12 and Week 24|Change from baseline in DASPRI total score, At Week 48|Change from baseline in ESSPRI total score, At Week 48|Change from baseline in total stimulated salivary flow, At Week 48|Number of participants With Treatment Emergent Adverse Events (TEAEs), Baseline (Day 1) to Week 56|Number of participants With Treatment Emergent Serious Adverse Events (TESAEs), Up to Week 56|Number of participants With Adverse Events of Special Interest (AESIs), Up to Week 56",Amgen,,PHASE3,651,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",2024-01-24,2026-07-23,2026-08-17,,2026-09-14,
