NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Sponsor,Collaborators,Phases,Enrollment,Study Type,Study Design,Start Date,Primary Completion Date,Completion Date,Results First Posted,Last Update Posted,Study Documents
NCT06245408,A Safety and Efficacy Study of Dazodalibep in Participants With Sjögren's Syndrome (SS) With Moderate-to-Severe Symptom State,https://clinicaltrials.gov/study/NCT06245408,ACTIVE_NOT_RECRUITING,Sjögren's Syndrome (SS),DRUG: Dazodalibep|DRUG: Placebo,"Change from baseline in ESSPRI score, At Week 48|Change from baseline in Diary for Assessing Sjogren's Patient Reported Index (DASPRI ) score, At week 48","Proportion of participants achieving meaningful improvement in DASPRI, At Week 48|Proportion of participants achieving ESSPRI [1.5] response, At Week 48|Change from baseline in Patient-Reported Outcomes Measurement Information System Fatigue-Short Form 10a (PROMIS-Fatigue SF-10a), At Week 48|Change from baseline in DASPRI Dryness, At Week 48|Change from baseline in ESSPRI Dryness, At Week 48|Change from baseline in DASPRI Pain, At Week 48|Change from baseline in ESSPRI Pain, At Week 48|Change from baseline in 36-item Short Form Survey (SF-36) Physical Component Summary (PCS) score, At Week 48|Change from baseline in DASPRI total score, At week 12 and week 24|Change from baseline in ESSPRI total score, At week 12, Week 24|Change from baseline in DASPRI Fatigue, At Week 48|Change from baseline in ESSPRI fatigue domain score, At Week 48|Change from baseline in total stimulated salivary flow, At Week 48|Number of participants With Treatment Emergent Adverse Events (TEAEs), Baseline (Day 1) to Week 56|Number of participants With Treatment Emergent Serious Adverse Events (TESAEs), Baseline (Day 1) to Week 56|Number of participants With Adverse Events of Special Interest (AESIs), Baseline (Day 1) to Week 56",Amgen,,PHASE3,434,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",2024-04-08,2026-10-22,2026-12-17,,2026-01-08,
